district;school;growthstatus;pctpassingeogtests;pctfreereduced;hasstringsprogram;schoolscore;grade
Wake County Schools;Reedy Creek Elementary;Met;59.9;51.0;0;63;C
Wake County Schools;Millbrook High;Exceeded;65.3;30.3;1;81;B
Wake County Schools;Lockhart Elementary;Met;54.1;55.3;0;59;C
Wake County Schools;Hunter Elementary;Met;62.3;43.6;1;66;C
Wake County Schools;Lacy Elementary;Met;77.8;26.5;0;79;B
Wake County Schools;Wake Early College of Health and Science;Exceeded;81.8;29.9;0;89;A
Wake County Schools;Willow Springs Elementary;Exceeded;80.1;31.0;0;83;B
Washington County Schools;Pines Elementary;NotMet;28.4;89.9;0;33;F
Warren County Schools;South Warren Elementary;Met;45.2;85.2;0;53;D
Wake County Schools;Zebulon Elementary;Exceeded;61.1;60.5;1;66;C
Warren County Schools;Mariam Boyd Elementary;Met;39.3;88.6;0;45;D
Washington County Schools;Creswell High;NotMet;33.6;61.1;0;45;D
Warren County Schools;Warren New Tech High;Met;51.8;63.7;0;66;C
Wake County Schools;Underwood Elementary;Met;79.8;20.5;1;80;B
Wake County Schools;Wakefield Elementary;Met;57.0;32.5;0;60;C
Charlotte-Mecklenburg Schools;Winget Park Elementary;Exceeded;64.6;41.7;0;69;C
Charlotte-Mecklenburg Schools;Tuckaseegee Elementary;NotMet;39.1;85.0;0;45;D
Buncombe County Schools;North Windy Ridge Intermediate;Met;65.3;53.3;0;68;C
Orange County Schools;Charles W Stanford Middle;NotMet;65.4;33.7;0;65;C
Asheboro City Schools;North Asheboro Middle;Exceeded;41.9;85.9;0;52;D
Johnston County Schools;North Johnston High;Exceeded;55.3;47.5;0;71;B
Bertie County Schools;West Bertie Elementary;NotMet;26.7;93.8;0;35;F
Burke County Schools;Salem Elementary;Exceeded;67.1;57.0;0;72;B
Duplin County Schools;James Kenan High;NotMet;27.4;74.5;0;47;D
Avery County Schools;Newland Elementary;Met;50.4;70.5;0;56;C
Charter Schools;ArtSpace Charter School;Met;67.7;48.4;0;69;C
Alamance-Burlington Schools;Pleasant Grove Elementary;NotMet;40.4;79.5;0;46;D
Charlotte-Mecklenburg Schools;North Mecklenburg High;Exceeded;56.7;60.3;0;72;B
Alamance-Burlington Schools;Hugh M Cummings High;Exceeded;42.6;80.0;0;58;C
Johnston County Schools;Micro-Pine Level Elementary;Met;48.7;67.5;0;56;C
Nash-Rocky Mount Schools;Northern Nash High;NotMet;40.7;51.6;0;56;C
Pasquotank County Schools;Weeksville Elementary;Met;65.8;45.9;0;69;C
Union County Public Schools;Poplin Elementary;Met;77.9;27.1;0;79;B
Hoke County Schools;Hoke County High;Exceeded;43.8;64.1;0;62;C
Stanly County Schools;Albemarle High;NotMet;36.8;69.0;0;54;D
Anson County Schools;Anson High School;Met;26.8;75.8;0;55;C
Charlotte-Mecklenburg Schools;Southwest Middle School;Exceeded;53.0;57.6;0;61;C
Lenoir County Public Schools;Northwest Elementary;Met;40.1;80.5;0;49;D
Ashe County Schools;Mountain View Elementary;Exceeded;66.4;67.5;0;73;B
Martin County Schools;South Creek Middle;Exceeded;47.9;80.9;0;57;C
Beaufort County Schools;Chocowinity Middle;NotMet;49.3;69.7;0;51;D
Alexander County Schools;Hiddenite Elementary;Met;62.1;69.0;0;66;C
Anson County Schools;Morven Elementary;Exceeded;31.3;94.4;0;43;D
Catawba County Schools;Fred T Foard High;NotMet;65.1;36.6;0;75;B
Wake County Schools;Olive Chapel Elementary;Met;85.3;6.3;0;85;A
Halifax County Schools;Enfield Middle;Met;13.0;91.3;0;25;F
Charlotte-Mecklenburg Schools;Myers Park Traditional;Met;68.6;32.6;0;71;B
Caldwell County Schools;Caldwell Early College;Exceeded;88.7;38.7;0;93;A
Cabarrus County Schools;Royal Oaks Elementary;Met;47.0;78.7;0;53;D
Caswell County Schools;Stoney Creek Elementary;Met;52.9;73.5;0;58;C
Cabarrus County Schools;Harrisburg Elementary;Met;74.2;12.9;0;75;B
Wake County Schools;Centennial Campus Middle;Met;53.4;45.1;0;57;C
Burke County Schools;Forest Hill Elementary;Met;61.9;63.4;0;66;C
Mitchell County Schools;Harris Middle;NotMet;60.0;59.5;0;61;C
Buncombe County Schools;Reynolds Middle;Met;62.4;60.3;0;67;C
Wake County Schools;Ligon Middle;Met;71.3;32.5;1;73;B
Brunswick County Schools;Brunswick County Early College;Met;92.6;40.9;0;94;A
Buncombe County Schools;Leicester Elementary;Exceeded;59.8;68.9;0;66;C
Lenoir County Public Schools;Woodington Middle;NotMet;46.9;64.0;0;48;D
Carteret County Public Schools;Croatan High;Exceeded;81.4;24.0;0;89;A
Brunswick County Schools;Bolivia Elementary;NotMet;62.6;66.0;0;63;C
Brunswick County Schools;North Brunswick High;Met;46.4;57.2;0;64;C
Caldwell County Schools;Sawmills Elementary;Met;49.7;57.6;0;56;C
Guilford County Schools;Erwin Montessori;Met;67.5;53.4;0;71;B
Camden County Schools;CamTech High;Met;71.2;31.1;0;76;B
Charter Schools;Sterling Montessori Academy;Met;84.0;;0;84;B
Charlotte-Mecklenburg Schools;Olympic High - Renaissance School;Met;56.8;48.1;0;71;B
Charter Schools;Cape Fear Center for Inquiry;Exceeded;79.0;14.9;0;81;B
Charlotte-Mecklenburg Schools;Berryhill School;Met;46.8;92.2;0;51;D
Beaufort County Schools;Chocowinity Primary;Met;77.0;73.1;0;78;B
Gaston County Schools;East Gaston High;Exceeded;54.4;43.5;0;72;B
Bladen County Schools;Bladenboro Primary;NotMet;51.5;76.8;0;55;C
Bladen County Schools;Elizabethtown Middle;Met;33.0;81.2;0;43;D
Bladen County Schools;East Bladen High;NotMet;38.6;64.4;0;56;C
Bladen County Schools;Plain View Primary;Met;51.4;84.4;0;57;C
Bertie County Schools;Bertie STEM High;Met;75.3;60.9;0;83;B
Charlotte-Mecklenburg Schools;Ballantyne Elementary;Exceeded;82.7;16.0;0;84;B
Gaston County Schools;Bessemer City Central Elem;Exceeded;39.0;76.5;0;48;D
Charlotte-Mecklenburg Schools;Beverly Woods Elementary;Met;82.1;15.6;0;82;B
Brunswick County Schools;West Brunswick High;Exceeded;59.6;52.7;0;71;B
Brunswick County Schools;Union Elementary;Exceeded;71.1;61.2;0;75;B
Davidson County Schools;Central Davidson High;Met;53.0;44.9;0;69;C
Buncombe County Schools;Cane Creek Middle;Met;73.7;39.4;0;75;B
Charter Schools;Bethany Community Middle;Met;63.5;32.8;0;67;C
Buncombe County Schools;Bell Elementary;Met;63.8;57.1;0;67;C
Buncombe County Schools;Erwin High;NotMet;45.2;61.3;0;58;C
Burke County Schools;Robert L. Patton High School;NotMet;56.6;48.0;0;67;C
Cumberland County Schools;Gray's Creek Middle;Exceeded;59.7;48.2;0;66;C
Burke County Schools;Glen Alpine Elementary;Exceeded;65.4;72.7;0;70;B
Cabarrus County Schools;A T Allen Elementary;NotMet;60.5;64.9;0;62;C
Robeson County Schools;Littlefield Middle;Exceeded;37.5;80.0;0;47;D
Yadkin County Schools;Forbush Elementary;Exceeded;79.7;29.9;0;81;B
Johnston County Schools;South Johnston High;NotMet;51.2;48.8;0;63;C
Wilkes County Schools;North Wilkes Middle;NotMet;49.9;67.4;0;52;D
Burke County Schools;Table Rock Middle;Exceeded;56.3;62.6;0;62;C
Cabarrus County Schools;Concord Middle;NotMet;38.8;71.2;0;45;D
Charlotte-Mecklenburg Schools;Hickory Grove Elementary;Met;46.1;89.6;0;53;D
Alamance-Burlington Schools;Hillcrest Elementary;Met;44.2;80.7;0;50;D
Charlotte-Mecklenburg Schools;Eastway Middle;NotMet;32.9;92.8;0;39;F
Chapel Hill-Carrboro Schools;FPG Elementary;NotMet;52.9;46.8;0;55;C
Burke County Schools;Chesterfield Elementary;Met;57.4;87.4;0;63;C
Alamance-Burlington Schools;Woodlawn Middle;Met;60.1;44.1;0;65;C
Alamance-Burlington Schools;Western Middle;Met;57.1;33.1;0;61;C
Caswell County Schools;Oakwood Elementary;Met;44.9;79.8;0;53;D
Lincoln County Schools;Lincolnton High;NotMet;49.3;64.9;0;66;C
Burke County Schools;Burke Middle College;N/A;0.0;42.9;0;99;A
Caldwell County Schools;Granite Falls Elementary;Exceeded;67.4;48.8;0;72;B
Cabarrus County Schools;Northwest Cabarrus High;Exceeded;56.8;45.2;0;72;B
Carteret County Public Schools;Beaufort Elementary;Met;70.1;66.7;0;72;B
Wake County Schools;Davis Drive Elementary;Exceeded;92.7;5.1;0;93;A
Caldwell County Schools;Davenport A+ School;Exceeded;57.9;66.5;0;64;C
Cabarrus County Schools;Winecoff Elementary;NotMet;44.0;70.4;0;47;D
Guilford County Schools;Gibsonville Elementary;Met;53.0;56.9;0;59;C
Caldwell County Schools;Kings Creek Elementary;Met;61.9;70.5;0;65;C
Charter Schools;Brevard Academy;Met;66.7;28.8;0;70;B
Charter Schools;The Hawbridge School;Met;80.3;;0;82;B
Carteret County Public Schools;East Carteret High;Exceeded;66.8;42.5;0;80;B
Guilford County Schools;John Van Lindley Elementary;Met;63.8;54.4;0;66;C
Caldwell County Schools;William Lenoir Middle;Exceeded;58.2;60.5;0;65;C
Pasquotank County Schools;P W Moore Elementary;NotMet;37.9;88.9;0;44;D
Catawba County Schools;Snow Creek Elementary;Exceeded;64.0;46.5;0;70;B
Carteret County Public Schools;Newport Elementary;Met;67.8;59.3;0;69;C
Cumberland County Schools;Loyd E Auman Elementary;Met;45.1;69.9;0;51;D
Charter Schools;American Renaissance School;Met;54.0;26.9;0;60;C
Charter Schools;The North Carolina Leadership Academy;Met;75.9;10.3;0;77;B
Forsyth County Schools;Clemmons Middle School;Exceeded;54.7;47.8;0;61;C
Guilford County Schools;UNCG Early/Middle College;Met;67.7;50.0;0;67;C
Nash-Rocky Mount Schools;Benvenue Elementary;NotMet;44.7;75.0;0;48;D
Guilford County Schools;EP Pearce Elementary;Met;77.6;19.2;0;76;B
Forsyth County Schools;Southwest Elementary;Met;70.2;46.0;0;72;B
Wake County Schools;Carver Elementary;Exceeded;57.4;54.0;0;64;C
Cherokee County Schools;Andrews Middle;NotMet;47.0;67.9;0;51;D
Charter Schools;The Arts Based School;NotMet;69.8;20.7;0;69;C
Charter Schools;Willow Oak Montessori;Met;69.0;9.9;0;71;B
Dare County Schools;Cape Hatteras Secondary School;NotMet;65.4;49.3;0;68;C
Charter Schools;Haliwa-Saponi Tribal School;NotMet;21.6;79.1;0;34;F
Edenton-Chowan Schools;John A Holmes High;NotMet;44.1;58.3;0;58;C
Charter Schools;Island Montessori Charter;NotMet;44.4;8.0;0;47;D
Charter Schools;Crossroads Charter High;NotMet;22.2;88.0;0;35;F
Guilford County Schools;Pilot Elementary;Met;53.3;57.6;0;57;C
Charter Schools;Flemington Academy;N/A;23.3;78.1;0;26;F
Charter Schools;Crossnore Academy;Met;50.0;87.9;0;60;C
Charter Schools;Bear Grass;Met;55.9;14.0;0;65;C
Charter Schools;Invest Collegiate;Met;61.5;;0;63;C
Guilford County Schools;Middle College at GTCC-GSO;Exceeded;73.7;57.8;0;85;A
Charlotte-Mecklenburg Schools;Rama Road Elementary;Exceeded;46.4;82.1;0;56;C
Charlotte-Mecklenburg Schools;Stoney Creek Elementary;NotMet;48.7;68.2;0;52;D
Charlotte-Mecklenburg Schools;Whitewater Academy;Exceeded;46.9;85.0;0;56;C
Wilkes County Schools;Ronda-Clingman Elementary;Exceeded;59.1;54.5;0;65;C
Charlotte-Mecklenburg Schools;Quail Hollow Middle;Met;47.1;70.8;0;52;D
Thomasville City Schools;Thomasville Middle;Exceeded;40.5;87.3;0;51;D
Charlotte-Mecklenburg Schools;Newell Elementary;Met;50.1;89.7;0;57;C
Wake County Schools;Fuquay-Varina High;Exceeded;61.1;29.6;0;74;B
Charlotte-Mecklenburg Schools;Providence Spring Elementary;Exceeded;;;0;95;A
Sampson County Schools;Sampson Early College High;Exceeded;79.9;57.6;0;86;A
Charter Schools;SEGS (STEM Ed Global Society) Academy;Met;12.9;78.3;0;25;F
Craven County Schools;J T Barber Elementary;Exceeded;50.5;86.8;0;58;C
Cumberland County Schools;Beaver Dam Elementary;Met;86.4;57.5;0;85;A
Charter Schools;Summerfield Charter Academy;NotMet;68.6;13.0;0;67;C
Charter Schools;Maureen Joy Charter School;Met;44.5;79.3;0;53;D
Charter Schools;Southeastern Academy;Exceeded;69.1;;0;73;B
Charter Schools;Pine Lake Preparatory;NotMet;81.6;;0;77;B
Charter Schools;Southern Wake Academy;Met;51.2;;0;63;C
Charter Schools;Quest Academy;Met;;;0;94;A
Charlotte-Mecklenburg Schools;David Cox Road Elementary;Exceeded;42.5;67.2;0;51;D
Charlotte-Mecklenburg Schools;Greenway Park Elementary;Exceeded;49.7;81.4;0;58;C
Charlotte-Mecklenburg Schools;James Martin Middle;Exceeded;37.5;80.6;0;48;D
Charlotte-Mecklenburg Schools;Lansdowne Elementary;NotMet;55.9;50.5;0;58;C
Charlotte-Mecklenburg Schools;Crestdale Middle;Exceeded;81.3;24.2;0;83;B
Charlotte-Mecklenburg Schools;Joseph W Grier Academy;Met;61.3;82.9;0;65;C
Charlotte-Mecklenburg Schools;Carmel Middle;Exceeded;71.5;40.7;0;77;B
Wake County Schools;Durant Road Elementary;Exceeded;71.6;35.3;0;76;B
Charlotte-Mecklenburg Schools;Butler High;Exceeded;66.3;43.6;0;80;B
Charter Schools;Charlotte Secondary;Met;57.6;21.6;0;63;C
Craven County Schools;W Jesse Gurganus Elementary;Exceeded;79.8;44.2;0;83;B
Guilford County Schools;Southeast Guilford High;Exceeded;60.7;34.8;0;78;B
Craven County Schools;H J MacDonald Middle;NotMet;56.6;44.3;0;55;C
Nash-Rocky Mount Schools;Coopers Elementary;Met;60.2;51.7;0;63;C
Sampson County Schools;Hobbton High;Met;50.3;64.7;0;68;C
Hickory City Schools;Hickory Career Arts Magnet High School;NotMet;27.5;73.5;0;44;D
Carteret County Public Schools;Smyrna Elementary;Exceeded;65.6;52.1;0;70;B
Charlotte-Mecklenburg Schools;Mallard Creek High;Exceeded;61.9;46.0;0;76;B
Charlotte-Mecklenburg Schools;Northeast Middle;Exceeded;50.6;68.3;0;60;C
Chapel Hill-Carrboro Schools;Culbreth Middle;Exceeded;76.4;24.2;0;79;B
Carteret County Public Schools;Newport Middle;Met;61.5;54.5;0;65;C
Catawba County Schools;Balls Creek Elementary;Met;59.9;54.9;0;65;C
Cumberland County Schools;E E Smith High;Exceeded;43.1;68.2;0;62;C
Charlotte-Mecklenburg Schools;Ranson Middle;Met;36.6;84.2;0;45;D
Charter Schools;The Learning Center;Exceeded;59.9;68.8;0;65;C
McDowell County Schools;East McDowell Junior High;Exceeded;61.0;62.5;0;66;C
Columbus County Schools;Cerro Gordo Elementary;Exceeded;51.3;73.1;0;58;C
Craven County Schools;Ben D Quinn Elementary;Exceeded;68.8;55.1;0;73;B
Pasquotank County Schools;Sheep-Harney Elementary;Met;44.3;78.6;0;51;D
Craven County Schools;Arthur W Edwards Elementary;Met;64.9;50.8;0;67;C
Mooresville City Schools;Rocky River Elementary;Met;83.1;28.0;0;83;B
Rockingham County Schools;Reidsville Middle;NotMet;36.3;75.6;0;41;D
Columbus County Schools;Chadbourn Elementary;Met;26.9;91.0;0;36;F
Columbus County Schools;Nakina Middle;Exceeded;51.8;71.2;0;59;C
Clinton City Schools;Sampson Middle;Exceeded;51.3;67.7;0;59;C
Charlotte-Mecklenburg Schools;Croft Community Elementary;Exceeded;61.6;42.2;0;67;C
Charlotte-Mecklenburg Schools;Billingsville Elementary;NotMet;31.5;94.6;0;39;F
Charlotte-Mecklenburg Schools;Allenbrook Elementary;Met;47.7;94.7;0;55;C
Chapel Hill-Carrboro Schools;Estes Hills Elementary;Met;74.2;26.1;0;74;B
Charlotte-Mecklenburg Schools;Providence High;Exceeded;92.1;10.1;0;95;A
Chapel Hill-Carrboro Schools;Northside Elementary;Met;68.4;38.0;0;69;C
Chapel Hill-Carrboro Schools;Glenwood Elementary;Met;80.6;26.5;0;81;B
Chapel Hill-Carrboro Schools;Smith Middle;Exceeded;78.8;25.8;0;82;B
Guilford County Schools;Vandalia Elementary;Met;33.2;87.8;0;43;D
Charlotte-Mecklenburg Schools;Bruns Academy;Met;24.0;94.3;0;35;F
Cleveland County Schools;James Love Elementary;NotMet;45.9;92.0;0;50;D
Johnston County Schools;West Clayton Elementary;NotMet;57.3;42.2;0;59;C
Cleveland County Schools;Shelby Intermediate;NotMet;50.3;70.5;0;54;D
Stanly County Schools;North Stanly Middle;Exceeded;57.6;47.2;0;66;C
Cleveland County Schools;Marion Elementary;Met;56.3;70.5;0;59;C
Wayne County Public Schools;Grantham;Exceeded;54.4;63.4;0;62;C
Columbus County Schools;West Columbus High;Met;50.7;72.4;0;64;C
Cleveland County Schools;North Elementary;Met;75.3;70.1;0;77;B
Cleveland County Schools;Cleveland ECHS;Met;75.8;63.2;0;82;B
Cleveland County Schools;Burns High;Met;52.2;57.8;0;66;C
Cumberland County Schools;Benjamin J Martin Elementary;Met;44.0;71.1;0;50;D
Cumberland County Schools;William H Owen Elementary;Met;59.9;83.3;0;64;C
Cumberland County Schools;Cross Creek Early College;Met;84.3;57.0;0;89;A
Cumberland County Schools;Brentwood Elementary;Met;54.8;87.3;0;60;C
Edgecombe County Public School;G W Bulluck Elementary;Met;48.2;79.4;0;55;C
Rutherford County Schools;Spindale Elementary School;Met;51.6;86.8;0;56;C
Durham Public Schools;R N Harris Elementary;Exceeded;52.3;83.2;0;60;C
Durham Public Schools;Hillandale Elementary;Exceeded;54.7;58.1;0;61;C
Forsyth County Schools;Bolton Elementary;Exceeded;45.5;88.4;0;55;C
Edgecombe County Public School;Phillips Middle;Met;22.5;92.4;0;34;F
Durham Public Schools;Southwest Elementary;NotMet;45.6;65.1;0;49;D
Forsyth County Schools;East Forsyth High;NotMet;54.9;35.8;0;70;B
Elkin City Schools;Elkin Middle;Met;66.1;48.1;0;69;C
Guilford County Schools;Oak Hill Elementary;NotMet;49.6;;0;53;D
Johnston County Schools;Johnston Co Early College Academy;Exceeded;84.3;36.5;0;91;A
Gaston County Schools;Gaston Early College High School;Exceeded;79.8;52.9;0;81;B
Gaston County Schools;Highland Sch of Technology;Exceeded;92.0;30.2;0;94;A
Gates County Schools;Gates County Senior High;Exceeded;54.2;43.9;0;71;B
Gaston County Schools;W P Grier Middle School;Met;36.7;79.0;0;44;D
Guilford County Schools;Ferndale Middle;NotMet;34.3;81.7;0;38;F
Gaston County Schools;Woodhill Elementary;Met;43.5;91.0;0;51;D
Gaston County Schools;Tryon Elementary;Met;44.4;81.4;0;52;D
Gaston County Schools;Pleasant Ridge Elementary;Exceeded;32.8;;0;44;D
Gaston County Schools;Rhyne Elementary;Met;20.1;;0;32;F
Guilford County Schools;Doris Henderson Newcomers Sch;N/A;18.6;82.4;0;18;F
Guilford County Schools;High Point Central High;Exceeded;46.8;63.6;0;67;C
Guilford County Schools;Edwin A Alderman Elementary;Met;43.8;81.5;0;50;D
Guilford County Schools;Eastern Guilford High;Exceeded;48.5;63.8;0;66;C
Guilford County Schools;James Y Joyner Elementary;Met;47.3;74.3;0;55;C
Guilford County Schools;General Greene Elementary;Met;66.3;34.7;0;68;C
Mitchell County Schools;Gouge Elementary;Exceeded;43.2;63.2;0;52;D
Yadkin County Schools;Forbush Middle;NotMet;60.1;50.2;0;58;C
Wilson County Schools;Margaret Hearne Elementary;NotMet;28.7;;0;35;F
Guilford County Schools;Jackson Middle;NotMet;30.1;;0;36;F
Gaston County Schools;Edward D Sadler Jr Elementary School;Met;28.0;95.0;0;37;F
Onslow County Schools;Southwest Elementary;Exceeded;67.9;51.0;0;73;B
Franklin County Schools;Franklinton Middle;Exceeded;42.7;73.9;0;51;D
Gaston County Schools;Bessemer City High;Exceeded;42.7;68.8;0;62;C
Forsyth County Schools;R J Reynolds High;NotMet;48.7;46.9;0;61;C
Franklin County Schools;Long Mill Elementary;Met;57.8;50.6;0;63;C
Forsyth County Schools;Walkertown High;NotMet;38.6;52.6;0;52;D
Hoke County Schools;Hawk Eye Elementary;Met;34.3;94.3;0;43;D
Forsyth County Schools;Southeast Middle;Met;56.9;45.4;0;62;C
Franklin County Schools;Bunn Elementary;Met;51.3;65.9;0;57;C
Forsyth County Schools;Meadowlark Elementary;Exceeded;77.0;22.6;0;80;B
Forsyth County Schools;Jefferson Elementary;Exceeded;80.8;29.1;0;83;B
Guilford County Schools;Peeler Open Elementary;Met;28.8;71.7;0;38;F
Forsyth County Schools;Konnoak Elementary;NotMet;33.0;93.7;0;37;F
Forsyth County Schools;North Forsyth High;NotMet;35.9;70.4;0;56;C
Forsyth County Schools;Griffith Elementary;Met;37.4;91.2;0;44;D
Gates County Schools;T S Cooper Elementary;Met;60.7;60.5;0;64;C
Forsyth County Schools;J F Kennedy High;Met;21.2;89.4;0;36;F
Forsyth County Schools;Parkland High;Met;32.2;76.1;0;59;C
Pitt County Schools;Grifton;Met;29.3;76.9;0;38;F
Duplin County Schools;Duplin Early College High;Exceeded;66.7;70.4;0;79;B
Davidson County Schools;South Davidson Middle;Exceeded;52.7;60.3;0;61;C
Davidson County Schools;East Davidson High;NotMet;57.7;39.7;0;67;C
Davie County Schools;Cooleemee Elementary;NotMet;43.0;78.9;0;48;D
Davidson County Schools;West Davidson High;NotMet;53.6;44.5;0;64;C
Davidson County Schools;Southmont Elementary;Met;55.3;62.1;0;61;C
Davie County Schools;Mocksville Elementary;Met;65.6;58.2;0;69;C
Randolph County Schools;Randleman High;NotMet;43.8;55.5;0;59;C
Yadkin County Schools;Forbush High;Exceeded;52.3;40.3;0;70;B
Davidson County Schools;Ledford Middle;Met;63.6;41.1;0;67;C
Durham Public Schools;Creekside Elementary;Exceeded;60.5;44.9;0;66;C
Durham Public Schools;E K Powe Elementary;Exceeded;41.5;66.7;0;51;D
Duplin County Schools;Wallace Elementary;NotMet;46.9;77.3;0;49;D
Guilford County Schools;Welborn Middle;NotMet;37.5;89.7;0;44;D
Duplin County Schools;East Duplin High;NotMet;45.4;57.1;0;59;C
Vance County Schools;Zeb Vance Elementary;Met;43.4;85.3;0;49;D
Durham Public Schools;Brogden Middle;NotMet;34.7;73.9;0;41;D
Wake County Schools;Holly Ridge Middle;Met;67.9;25.3;0;69;C
Durham Public Schools;C C Spaulding Elementary;Met;28.4;;0;38;F
Durham Public Schools;Eastway Elementary;NotMet;18.4;;0;26;F
Union County Public Schools;Rock Rest Elementary;Exceeded;69.1;90.5;0;73;B
Guilford County Schools;Kirkman Park Elementary;Met;34.5;93.5;0;43;D
Robeson County Schools;Janie C Hargrave Elem;Met;25.8;75.7;0;37;F
Granville County Schools;JF Webb HS Of Health And Life Sciences;Met;67.6;22.4;0;76;B
Granville County Schools;Granville Early College High;Exceeded;74.4;43.8;0;82;B
Greene County Schools;Greene County Intermediate;Exceeded;36.3;75.6;0;47;D
Guilford County Schools;Ben L. Smith High School;Met;29.4;87.7;0;54;D
Guilford County Schools;Colfax Elementary;NotMet;63.8;36.4;0;64;C
Granville County Schools;Mary Potter Middle;Met;47.9;61.9;0;55;C
Pitt County Schools;Pitt Memorial Hospital;N/A;9.1;75.1;0;9;F
Greene County Schools;Greene County Middle;Met;38.2;70.8;0;47;D
Graham County Schools;Robbinsville High;Met;50.4;55.2;0;67;C
Wake County Schools;Sycamore Creek Elementary;Met;86.1;;0;85;A
Henderson County Schools;Henderson County Early College;Exceeded;92.5;57.0;0;92;A
Cumberland County Schools;Massey Hill Classical High;Exceeded;71.7;26.9;0;82;B
Cumberland County Schools;Cumberland Road Elementary;NotMet;48.1;78.2;0;51;D
Cumberland County Schools;Lillian Black Elementary;NotMet;42.9;82.9;0;47;D
Cumberland County Schools;Gallberry Farm Elementary;Met;59.8;50.8;0;64;C
Cumberland County Schools;Lucile Souders Elementary;Met;42.9;81.1;0;48;D
Cumberland County Schools;District No 7 Elementary;Met;84.4;50.6;0;84;B
Cumberland County Schools;Jack Britt High;Exceeded;79.7;28.0;0;87;A
Davidson County Schools;Denton Elementary;NotMet;37.8;62.8;0;41;D
Edgecombe County Public School;Princeville Elementary;NotMet;21.8;;0;31;F
Cumberland County Schools;Reid Ross Classical High;Exceeded;52.2;51.5;0;73;B
Cumberland County Schools;Ponderosa Elementary;Exceeded;54.4;76.4;0;62;C
Currituck County Schools;The JP Knapp ECH (i)School;Met;67.0;24.5;0;77;B
Dare County Schools;Cape Hatteras Elementary School;Met;67.5;58.3;0;70;B
Cumberland County Schools;Seventy-First High;Exceeded;40.7;58.3;0;60;C
Dare County Schools;Nags Head Elementary School;Met;72.0;42.2;0;74;B
Cumberland County Schools;Rockfish Elementary;Met;72.0;51.6;0;73;B
Mount Airy City Schools;Mount Airy High;Exceeded;66.3;43.8;0;79;B
Currituck County Schools;Central Elementary;Met;47.3;60.9;0;54;D
Sampson County Schools;Clement Elementary;Met;60.7;53.9;0;63;C
Guilford County Schools;Northeast Guilford Middle;Met;38.2;73.5;0;45;D
Guilford County Schools;Northwest Guilford Middle;Met;79.8;14.7;0;81;B
Guilford County Schools;Oak View Elementary;NotMet;48.2;86.0;0;52;D
Scotland County Schools;Wagram Elementary;Met;48.2;84.3;0;54;D
Robeson County Schools;Union Elementary;Met;44.3;76.2;0;51;D
Iredell-Statesville Schools;Career Academy and Technical School;N/A;92.3;13.6;0;80;B
Iredell-Statesville Schools;Woodland Heights Elementary;Met;82.2;7.2;0;81;B
Iredell-Statesville Schools;Union Grove Elementary;Met;59.7;62.0;0;64;C
Henderson County Schools;Bruce Drysdale Elementary;Met;54.7;76.4;0;60;C
Jackson County Schools;Jackson Co Early College;Met;81.0;44.9;0;87;A
Henderson County Schools;Sugarloaf Elementary;Met;52.2;85.6;0;58;C
Mitchell County Schools;Mayland Early College;Met;72.3;73.2;0;76;B
Onslow County Schools;Swansboro Middle;Exceeded;55.6;42.5;0;63;C
Iredell-Statesville Schools;Lake Norman High;Met;74.5;9.1;0;83;B
Person County Schools;South Elementary;Met;37.8;72.1;0;45;D
McDowell County Schools;Eastfield Global Magnet School;NotMet;45.9;80.1;0;49;D
Lexington City Schools;Southwest Elementary School;Exceeded;57.5;91.0;0;65;C
Lexington City Schools;Charles England Elementary School;Met;41.2;84.7;0;48;D
Northampton County Schools;Willis Hare Elementary;Met;38.4;84.3;0;45;D
Lenoir County Public Schools;Banks Elementary;Met;69.5;64.4;0;70;B
Lenoir County Public Schools;Kinston High;NotMet;29.3;80.4;0;49;D
Lincoln County Schools;East Lincoln Middle;NotMet;67.3;34.2;0;66;C
Lincoln County Schools;East Lincoln High;NotMet;60.8;34.5;0;69;C
Lee County Schools;West Lee Middle;NotMet;48.0;61.6;0;49;D
Lenoir County Public Schools;Northeast Elementary;Met;34.2;;0;43;D
Moore County Schools;Sandhills Farm Life Elementary;Exceeded;75.3;21.6;0;78;B
McDowell County Schools;West Marion Elementary;Exceeded;50.9;71.4;0;59;C
Montgomery County Schools;Mount Gilead Elementary;Met;42.5;76.1;0;50;D
Lincoln County Schools;North Lincoln Middle;Exceeded;73.4;33.0;0;78;B
McDowell County Schools;North Cove Elementary;NotMet;57.4;66.8;0;59;C
Martin County Schools;Jamesville Elementary;NotMet;49.0;59.7;0;51;D
Wake County Schools;West Cary Middle;NotMet;73.1;23.7;1;72;B
Moore County Schools;New Century Middle;Met;68.7;36.6;0;69;C
Martin County Schools;South Creek High;Met;45.2;69.1;0;63;C
Madison County Schools;Madison High;NotMet;47.6;50.7;0;60;C
Johnston County Schools;Corinth-Holders Elementary;Exceeded;48.8;68.5;0;57;C
Rutherford County Schools;Cliffside Elementary School;Met;65.1;80.4;0;67;C
Kannapolis City Schools;Kannapolis Intermediate;NotMet;41.3;76.1;0;44;D
Johnston County Schools;Riverwood Middle;Exceeded;70.1;25.7;0;76;B
Johnston County Schools;Cooper Elementary;NotMet;49.4;58.4;0;51;D
